Episode,Worker,Cumulative Reward,RPS
570,0,-51.6130515787389,-0.17204350526246298
571,1,-66.73132072966241,-0.22243773576554138
572,2,-66.17669387111215,-0.22058897957037382
573,3,-46.13558320763386,-0.15378527735877953
574,0,-40.86055007463762,-0.1362018335821254
575,1,-49.32168722376152,-0.1644056240792051
576,2,9.87437172106347,9.87437172106347
577,3,-62.684334511919936,-0.2089477817063998
578,0,-59.652382656970765,-0.19884127552323588
579,1,-44.123535904628014,-0.1470784530154267
580,2,-59.10616002649699,-0.19702053342165662
581,3,-60.06324750664309,-0.20021082502214363
582,0,-59.86915935472829,-0.19956386451576097
583,1,-54.022315956754575,-0.18007438652251526
584,2,-40.234411605002464,-0.13411470535000822
585,3,-30.150579143551948,-0.10220535302898966
586,0,-69.96511929872463,-0.2332170643290821
587,1,-47.500619356104764,-0.15833539785368256
588,2,-53.722677599351826,-0.17907559199783943
589,3,-46.90706844337768,-0.15635689481125895
590,0,9.852701901470056,9.852701901470056
591,1,-63.069492713361555,-0.21023164237787184
592,2,-3.6831962446189994,-0.03202779343146956
593,3,-61.003909822677294,-0.20334636607559098
594,0,-58.56095607029174,-0.19520318690097246
595,1,-53.76735209209205,-0.17922450697364015
596,2,-4.5829333942598804,-0.03055288929506587
597,3,-57.320399350085395,-0.191067997833618
598,0,-52.58634180241817,-0.17528780600806057
599,1,-62.393973494275656,-0.20797991164758553
600,2,-15.605798343585136,-0.19754175118462197
601,3,-49.758848187970976,-0.1658628272932366
602,0,-58.487266509790864,-0.1949575550326362
603,1,-49.27514740626955,-0.1642504913542318
604,2,-45.64979371684869,-0.1521659790561623
605,3,-38.75326707748707,-0.1291775569249569
606,0,-47.73376628569501,-0.15911255428565005
607,1,-47.506428606323055,-0.15835476202107684
608,2,-44.44277449656431,-0.14814258165521438
